original_title,title,homepage,budget,original_language,overview,popularity,release_date,revenue,runtime,tagline,vote_average,vote_count
Per un pugno di dollari,A Fistful of Dollars,,200000,it,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",38.771062,12/09/1964,14500000,99,"In his own way he is perhaps, the most dangerous man who ever lived!",7.6,883
She Done Him Wrong,She Done Him Wrong,,200000,en,"New York singer and nightclub owner Lady Lou has more men friends than you can imagine. Unfortunately one of them is a vicious criminal who's escaped and is on the way to see ""his"" girl, not realising she hasn't exactly been faithful in his absence. Help is at hand in the form of young Captain Cummings a local temperance league leader though.",0.622752,09/02/1933,2200000,66,Mae West gives a 'Hot Time' to the nation!,5.1,27
Short Cut to Nirvana: Kumbh Mela,Short Cut to Nirvana: Kumbh Mela,,0,en,"Every 12 years over 70 million pilgrims gather at the meeting of India's holiest rivers, the Ganges and the Yamuna, for a spectacular spiritual festival: the Kumbh Mela. This documentary takes a voyage of discovery through this colorful event through the eyes of several Westerners and an ebullient young Hindu monk, Swami Krishnanand. Featuring encounters with some of India's most respected holy men and exclusive footage of His Holiness the Dalai Lama.",0.004998,11/05/2004,0,85,,0,0
The Grace Card,The Grace Card,http://www.thegracecardmovie.com/,200000,en,"Everything can change in an instant ... and take a lifetime to unravel. When Mac McDonald loses his son in an accident, the ensuing 17 years of bitterness and pain erodes his love for his family and leaves him angry with God ... and just about everyone else. Mac's rage stonewalls his career in the police department and makes for a combustible situation when he's partnered with Sam Wright, a rising star on the force who happens to be a part-time pastor and a loving family man. Can they somehow join forces to help one another when it's impossible for either of them to look past their differences-especially the most obvious one? Every day, we have the opportunity to rebuild relationships and heal deep wounds by extending and receiving God's grace. Offer THE GRACE CARD ... and never underestimate the power of God's love.",0.616283,25/02/2011,2295733,101,Never Underestimate The Power Of Grace ...,6.5,10
Middle of Nowhere,Middle of Nowhere,,0,en,'Middle of Nowhere' follows a woman named Ruby who lost her husband to incarceration and lost herself in the process.,2.836537,12/10/2012,0,101,,6.6,7
Drei,Three,,0,de,"Hanna and Simon are in a 20 year marriage with an unexiting relationship. By chance, they both meet and start separate affairs with Adam. Adam has no idea that his two lovers are married, until they are all found out when Hanna becomes pregnant, with the natural doubts stemming from their situation.",5.937602,23/12/2010,2611555,119,Imagine the possibilities.,6.3,31
The Business of Fancydancing,The Business of Fancydancing,,200000,en,"Seymour Polatkin is a successful, gay Indian poet from Spokane who confronts his past when he returns to his childhood home on the reservation to attend the funeral of a dear friend.",0.06104,14/01/2002,0,103,Sometimes going home is the hardest journey of all.,8,2
Call + Response,Call + Response,,0,en,"Call + Response is a first of its kind feature documentary film that reveals the world’s 27 million dirtiest secrets: there are more slaves today than ever before in human history. Call + Response goes deep undercover where slavery is thriving from the child brothels of Cambodia to the slave brick kilns of rural India to reveal that in 2007, Slave Traders made more money than Google, Nike and Starbucks combined. Luminaries on the issue and many other prominent political and cultural figures offer first hand account of this 21st century trade. Performances from Grammy-winning and critically acclaimed artists move this chilling information into inspiration for stopping it. Music is part of the movement against human slavery. Dr. Cornel West connects the music of the American slave fields to the popular music we listen to today, and offers this connection as a rallying cry for the modern abolitionist movement currently brewing.",0.062089,10/10/2008,0,86,A FILM ABOUT THE WORLD'S 27 MILLION MOST TERRIFYING SECRETS.,8,1
Malevolence,Malevolence,http://www.malevolencemovie.com/,450000,en,"It's ten years after the kidnapping of Martin Bristol. Taken from a backyard swing at his home at the age of six, he is forced to witness unspeakable crimes of a deranged madman. For years, Martin's whereabouts have remained a mystery...until now.",1.077321,10/09/2004,0,90,,4.9,14
Reality Show,Reality Show,http://www.realityshowthefilm.com/,0,en,"The Warwick family are unknowingly being filmed for a new reality show. Problem is, they're boring. So the producer must add conflict and drama to their lives. Their lives begin to unravel with shocking consequences.",0.472123,01/01/2015,0,92,,5.5,2
Super Hybrid,Super Hybrid,,13000000,en,"Late one night, a mysterious car is brought into the Chicago police impound garage after a deadly traffic accident. The on-call mechanics soon discover the car has a mind of its own. With hundreds of horsepower and two tons of reinforced steel at its command, it's a seemingly unstoppable killing machine capable of outrunning -- and outwitting -- humans.",4.009379,01/01/2010,0,95,,4.6,24
Baghead,Baghead,,0,en,"Four actors go to a cabin in the woods to write, direct, and act in a film that will jump-start their careers. Their idea is a horror film about a man with a bag over his head, but what happens when that man mysteriously shows up?",3.299345,21/01/2008,0,84,,5.8,23
Solitude,American Beast,,0,pt,"After finding an old storage locker filled with his family's history, James Erikson begins a journey to discover the truth behind a mysterious piece of land in the small town of Solitude.",0.018716,21/10/2014,0,89,,0,0
Chats perchés,The Case of the Grinning Cat,,0,en,Paris 2002. Yellow cats appear on the walls. Chris Marker is looking for these mysterious cats and captures with his camera the political and international events of these last two years (war in Iraq...).,0.092562,05/12/2004,0,59,,7.7,3
Ordet,Ordet,,0,da,"How do we understand faith and prayer, and what of miracles? August 1925 on a Danish farm. Patriarch Borgan has three sons: Mikkel, a good-hearted agnostic whose wife Inger is pregnant, Johannes, who believes he is Jesus, and Anders, young, slight, in love with the tailor's daughter. The fundamentalist sect of the girl's father is anathema to Borgan's traditional Lutheranism; he opposes the marriage until the tailor forbids it, then Borgan's pride demands that it happen. Unexpectedly, Inger, who is the family's sweetness and light, has problems with her pregnancy. The rational doctor arrives, and a long night brings sharp focus to at least four views of faith.",3.225189,09/01/1955,0,126,,7.8,65
Good Dick,Good Dick,http://www.gooddickthefilm.com/,0,en,"A fidgety, wisecracking video store clerk develops a fixation on a particularly reclusive customer, a frequent visitor to the pornography section of Cinefile, the video store where he works in Los Angeles. After multiple failures to impress her during their brief daily transactions, he finds her street address in the store's database, drives to her apartment building and initiates an unconventional campaign to win her affections.",1.948435,03/10/2008,0,86,A hard man... is good to find.,6.1,34
The Man from Earth,The Man from Earth,http://manfromearth.com/,0,en,"An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he never ages and has walked the earth for 14,000 years.",31.339015,10/06/2007,0,87,From one of the acclaimed writers of Star Trek and The Twilight Zone comes a story that transcends both time and space...,7.7,687
The Trials Of Darryl Hunt,The Trials Of Darryl Hunt,,0,en,"""The Trials of Darryl Hunt"" is a feature documentary about a brutal rape/murder case and a wrongly convicted man, Darryl Hunt, who spent nearly twenty years in prison for a crime he did not commit. Both a social justice story and a personally driven narrative, the film chronicles this capital case from 1984 through 2004. With exclusive footage from two decades, the film frames the judicial and emotional response to a chilling crime - and the implications that reverberate from Hunt's conviction - against a backdrop of class and racial bias in the South and in the American criminal justice system.",0.15066,15/06/2007,0,106,,6.8,4
Samantha: An American Girl Holiday,Samantha: An American Girl Holiday,,0,en,"Kindhearted Samantha Parkington's world starts to change the day Nellie O'Malley walks into her life. Nellie, her father, and her two little sisters have moved in next door to be servants for the Ryland family. Though they come from completely different backgrounds, Samantha and Nellie become fast friends. The girls turn to each other in happiness and sorrow, adventure and danger.",4.980585,23/11/2004,0,86,,4.6,9
